type,cost,country,carrier,units,2030,2040,2050
links,capital,AL,residential urban decentral oil boiler,Euro,5832244.785313703,5832270.179526604,5832255.537351751
links,capital,AL,residential urban decentral resistive heater,Euro,1119909.58851534,1119966.916358363,1119933.325814278
links,capital,AL,services rural biomass boiler,Euro,2594244.703814363,2880497.129072299,3621901.0952778817
links,capital,AL,services rural gas boiler,Euro,924.4154173078342,1006511.6765118652,1006554.2325841964
links,capital,AL,services rural ground heat pump,Euro,2006336.1378717383,2096488.596280091,4899139.980417873
links,capital,AL,services rural oil boiler,Euro,1542077.3948546106,1542105.4423786963,1542088.4070569084
links,capital,AL,services rural resistive heater,Euro,553950.5883815018,553981.53248918,553971.1077639953
links,capital,AL,services urban decentral air heat pump,Euro,252280.98362089516,4863.6584652637475,793960.5449521923
links,capital,AL,services urban decentral biomass boiler,Euro,2859102.333919494,2881839.521250178,2859252.932568117
links,capital,AL,services urban decentral gas boiler,Euro,930.9795081131676,238974.19534024253,30.487214618698243
links,capital,AL,services urban decentral oil boiler,Euro,1331734.0293813883,1331760.7560417275,1331744.81863441
links,capital,AL,services urban decentral resistive heater,Euro,425468.87351746025,425504.9551650494,425489.7654179373
links,capital,AL,solid biomass for industry CC,Euro,122.86598255027272,91.96088085402728,4847793.3898324985
links,capital,AL,urban central gas boiler,Euro,699658.3953496682,1177772.7068091114,1177785.3376943483
links,capital,AL,urban central resistive heater,Euro,234.93255484008176,1624847.7937157275,1624864.657026002
links,capital,AL,urban central solid biomass CHP,Euro,2820570.300613005,4982605.615541736,9115326.090332752
links,capital,AT,CCGT,Euro,439158560.4773879,329785505.7761634,183229498.3317724
links,capital,AT,Fischer-Tropsch,Euro,46.758589607388195,19.984331758326295,1352.7799248484464
links,capital,AT,SMR,Euro,30709821.511981428,77597944.99681692,77597958.19506907
links,capital,AT,biogas to gas,Euro,74.83994068328897,39.01244316332947,12116354.734410668
links,capital,AT,electricity distribution grid,Euro,518317423.2482524,560698941.8401055,634250222.2509819
links,capital,AT,home battery charger,Euro,152.62061639764204,68.9517741047275,7619645.05082957
links,capital,AT,methanolisation,Euro,879.4775922629702,1080.091373976372,445.2540265903654
links,capital,AT,process emissions CC,Euro,342.9520164040329,780.2764351458835,80432753.58392023
links,capital,AT,residential rural gas boiler,Euro,77333639.61644763,198799704.45610797,198799733.413977
links,capital,AT,residential rural ground heat pump,Euro,108194505.96797705,113587208.01011994,291789802.64871967
links,capital,AT,residential rural oil boiler,Euro,56173399.73308285,30312982.792706892,30312993.58762279
links,capital,AT,residential rural resistive heater,Euro,1215103.345917048,5386984.163693349,6502712.187832881
links,capital,AT,residential urban decentral air heat pump,Euro,47488616.91556189,39709.6260520931,65796559.74032351
links,capital,AT,residential urban decentral biomass boiler,Euro,12780.488513257493,257.9377456436197,44.44397024855471
links,capital,AT,residential urban decentral gas boiler,Euro,117016338.37258358,235139759.69662413,235139778.7503707
links,capital,AT,residential urban decentral oil boiler,Euro,61791248.59657682,27977959.09854985,27977969.197466653
links,capital,AT,residential urban decentral resistive heater,Euro,7522376.579688025,8455853.747833766,9072903.047432767
links,capital,AT,services rural biomass boiler,Euro,17646316.9018638,17646557.124553666,17646371.026629057
links,capital,AT,services rural gas boiler,Euro,39569702.45009273,74669334.35587227,74669358.7683986
links,capital,AT,services rural ground heat pump,Euro,44075040.346536234,147702387.59445307,224339036.7730041
links,capital,AT,services rural oil boiler,Euro,22881769.148803823,12228638.331864908,12228648.882425282
links,capital,AT,services rural resistive heater,Euro,2865442.196097286,2947386.6547283293,2870322.071088528
links,capital,AT,services urban decentral air heat pump,Euro,13817561.732389672,1289.145645777216,20225085.6930237
links,capital,AT,services urban decentral biomass boiler,Euro,15093.418791455908,248.48550603154723,43.61927486249147
links,capital,AT,services urban decentral gas boiler,Euro,51264654.08303583,96731293.87577604,96731313.17905596
links,capital,AT,services urban decentral oil boiler,Euro,24324493.048256155,10796675.096261036,10796685.22646063
links,capital,AT,services urban decentral resistive heater,Euro,2999055.942553063,4736147.1708557485,4736251.773837319
links,capital,AT,solid biomass for industry CC,Euro,199.67309077041892,114.24493792902292,258684249.57519865
links,capital,AT,urban central air heat pump,Euro,66832025.74795256,26636931.292684995,276532883.0258349
links,capital,AT,urban central gas boiler,Euro,20906475.19461154,25931042.98841673,23593724.42372685
links,capital,AT,urban central oil boiler,Euro,22881505.85780469,14709539.4800173,0.0
links,capital,AT,urban central resistive heater,Euro,232.5237315390188,16971646.069299605,17727431.265226297
links,capital,AT,urban central solid biomass CHP,Euro,98564810.47473182,123155540.70646767,150356264.07564932
links,capital,BA,SMR,Euro,3410.619285380685,40290.389323660565,13.433639580604098
links,capital,BA,biogas to gas,Euro,65.02311689735077,31.36223143732459,2523812.4495527786
links,capital,BA,electricity distribution grid,Euro,76414214.923844,76414258.59122117,76414255.5731154
links,capital,BA,home battery charger,Euro,156.9482543256646,3136298.5568637555,22313944.678582303
links,capital,BA,methanolisation,Euro,835.3251035179992,1366.9369020039724,751.7623858268305
links,capital,BA,process emissions CC,Euro,228.45766996044904,1027.0836553915851,18561381.76080701
links,capital,BA,residential rural biomass boiler,Euro,6508309.455927785,6520501.617728128,6638884.206623844
links,capital,BA,residential rural gas boiler,Euro,14284563.83026844,22392989.700304467,22393041.53738011
links,capital,BA,residential rural ground heat pump,Euro,22143598.863156117,22390744.9598074,51489987.97262378
links,capital,BA,residential rural oil boiler,Euro,11652744.706779392,11652770.361805871,11652755.85257968
links,capital,BA,residential rural resistive heater,Euro,1997063.001577826,1997118.7974327905,2611846.1846647165
links,capital,BA,residential urban decentral air heat pump,Euro,6642639.571968211,6642837.66589793,6643184.335829581
links,capital,BA,residential urban decentral biomass boiler,Euro,3796925.842567336,3801076.221386132,3797242.326016004
links,capital,BA,residential urban decentral gas boiler,Euro,6863807.433595883,7804999.425970103,7805037.618686378
links,capital,BA,residential urban decentral oil boiler,Euro,5595048.071788116,5595073.540971112,5595059.007946992
links,capital,BA,residential urban decentral resistive heater,Euro,944762.0248929264,944804.1331253313,944794.3999342832
links,capital,BA,services rural biomass boiler,Euro,2389996.580258111,2401584.7380657936,2591013.7494571386
links,capital,BA,services rural gas boiler,Euro,5517268.93391068,9116303.73450356,9116354.977633009
links,capital,BA,services rural ground heat pump,Euro,5159803.433355298,5244230.598801038,16418358.160720252
links,capital,BA,services rural oil boiler,Euro,4195659.845830891,4195686.501185039,4195670.9187311465
links,capital,BA,services rural resistive heater,Euro,1179852.4536688842,1179884.3139858705,1179885.3907779062
links,capital,BA,services urban decentral air heat pump,Euro,1490927.6289680337,527.175882206466,1544853.862153371
links,capital,BA,services urban decentral biomass boiler,Euro,1350285.2914993102,1541156.5665251128,1350445.0136778902
links,capital,BA,services urban decentral gas boiler,Euro,2619567.418254709,3544909.8304535137,3544941.2916111317
links,capital,BA,services urban decentral oil boiler,Euro,1999588.05291053,1999614.1132832328,1999598.812526206
links,capital,BA,services urban decentral resistive heater,Euro,565680.8137173693,565716.6186208554,565701.0858584899
links,capital,BA,solid biomass for industry CC,Euro,134.59426666877934,101.49600401733645,10568226.66134767
links,capital,BA,urban central air heat pump,Euro,635.3900940488088,128.43081072025365,12187375.836602077
links,capital,BA,urban central gas boiler,Euro,1694457.1046133642,1887726.9498969803,1887739.2921157377
links,capital,BA,urban central resistive heater,Euro,116.43650983768684,2354217.241560628,2354315.2859456507
links,capital,BA,urban central solid biomass CHP,Euro,5877702.963324578,9250482.43913512,15199975.94042292
links,capital,BE,CCGT,Euro,620731841.9936346,504522972.9448563,204012914.5292218
links,capital,BE,SMR,Euro,24975374.724551152,57060392.08457805,57060405.16311128
links,capital,BE,biogas to gas,Euro,75.80923657792533,39.45744725710986,72778988.34017624
links,capital,BE,electricity distribution grid,Euro,650883312.4898318,751515082.8418193,924284657.195346
links,capital,BE,methanolisation,Euro,980.8702515696592,4964.180279994076,284.3522875062039
links,capital,BE,nuclear,Euro,1377144282.878975,1377144198.656661,147.22176386783286
links,capital,BE,process emissions CC,Euro,392.0163353988511,4203.7162261541935,145397705.9039247
links,capital,BE,residential rural gas boiler,Euro,226070856.27065617,32647054.49076485,32647084.602091704
links,capital,BE,residential rural ground heat pump,Euro,253.94480272178535,22396196.493042205,49964495.54723437
links,capital,BE,residential rural oil boiler,Euro,70606027.52449751,5182160.09137443,5182174.254968123
links,capital,BE,residential rural resistive heater,Euro,5610662.029629701,2338029.6508994247,2338059.4320281157
links,capital,BE,residential urban decentral air heat pump,Euro,154915007.05994108,190532488.62979975,228997216.66946056
links,capital,BE,residential urban decentral gas boiler,Euro,226071955.72858557,392297262.4252776,392297285.6917608
links,capital,BE,residential urban decentral oil boiler,Euro,198481046.0675406,127875109.03214274,127875088.27514996
links,capital,BE,residential urban decentral resistive heater,Euro,16531973.565132223,13017597.13174786,17721755.160990447
links,capital,BE,services rural gas boiler,Euro,105452429.31225055,21849385.56321297,21849416.19503845
links,capital,BE,services rural ground heat pump,Euro,256.94918861129264,170920522.03616711,194024751.47883543
links,capital,BE,services rural oil boiler,Euro,32934720.025028583,2841956.8048967626,2841969.9056101567
links,capital,BE,services rural resistive heater,Euro,2617469.448728647,1558627.4216432325,1558762.6180658732
links,capital,BE,services urban decentral air heat pump,Euro,49629687.90715813,59292891.44552338,87490694.29266872
links,capital,BE,services urban decentral gas boiler,Euro,105456269.75233255,198663660.16640863,198663682.55420545
links,capital,BE,services urban decentral oil boiler,Euro,99121654.09996298,66187022.37398578,66187003.48577413
links,capital,BE,services urban decentral resistive heater,Euro,9967353.904363807,7351579.186855182,10036264.02435929
links,capital,BE,urban central air heat pump,Euro,68664366.47681788,219715988.94108325,848550917.223552
links,capital,BE,urban central gas boiler,Euro,36887273.36661968,60276524.08072896,66149682.20605582
links,capital,BE,urban central oil boiler,Euro,32934661.036962304,21172282.095190052,0.0
links,capital,BE,urban central resistive heater,Euro,1869262.327888099,10841847.626291333,25570762.22059896
links,capital,BG,CCGT,Euro,8810237.782874487,8810172.399331922,8810145.690401835
links,capital,BG,H2 Electrolysis,Euro,101.68421279152176,176.8970339714739,465089808.41889703
links,capital,BG,Haber-Bosch,Euro,320.36266193645184,46.162311139911914,15584381.976958713
links,capital,BG,SMR,Euro,5956416.675705868,13744276.298275605,13744290.44716055
links,capital,BG,SMR CC,Euro,1207.2563649334384,349.49338793059115,15.856081497472823
links,capital,BG,biogas to gas,Euro,72.59237101215551,38.5804971492244,9118484.389674611
links,capital,BG,coal,Euro,56142331.71563846,56142207.35436401,56142172.75485836
links,capital,BG,electricity distribution grid,Euro,213097434.06821257,213097487.61968315,213097528.03607148
links,capital,BG,home battery charger,Euro,163.9554229217933,30454120.77937526,68811836.44137225
links,capital,BG,lignite,Euro,509263285.9869185,509263285.9869185,509263285.9869185
links,capital,BG,methanolisation,Euro,1423.1378368665771,2369.7184988443787,95668611.37029412
links,capital,BG,nuclear,Euro,1393219893.2660007,1393219829.208888,1393219748.8066006
links,capital,BG,process emissions CC,Euro,256.10031769256096,1697.8203238197614,33553294.52763509
links,capital,BG,residential rural biomass boiler,Euro,75982652.51981196,82133974.41078624,83150637.77100658
links,capital,BG,residential rural gas boiler,Euro,1430806.3962748493,208.4079396459434,30.085650601115702
links,capital,BG,residential rural ground heat pump,Euro,271.55962003857735,18915538.72918105,41802762.12321239
links,capital,BG,residential rural oil boiler,Euro,14234048.578813365,9082300.227233969,9082314.243581893
links,capital,BG,residential rural resistive heater,Euro,6942108.448096531,4776938.789049726,4776956.5462442795
links,capital,BG,residential urban decentral air heat pump,Euro,71784770.22233602,285.2351277026397,83.54006320196267
links,capital,BG,residential urban decentral biomass boiler,Euro,127756485.01461636,138966052.2198786,138966108.14215156
links,capital,BG,residential urban decentral gas boiler,Euro,1430820.7262725225,207.31334606342685,15.88767375447286
links,capital,BG,residential urban decentral oil boiler,Euro,22937137.607291207,11895346.97568136,11895357.021081977
links,capital,BG,residential urban decentral resistive heater,Euro,12171765.949161468,7367621.140004339,7367653.038882908
links,capital,BG,services rural biomass boiler,Euro,42512070.09959538,42512288.61578229,42512121.94158707
links,capital,BG,services rural ground heat pump,Euro,273.9040292760306,22756335.852277268,39074050.81841454
links,capital,BG,services rural oil boiler,Euro,4355598.256857599,736320.8535487066,736333.1966468942
links,capital,BG,services rural resistive heater,Euro,2124350.190636416,1964314.5445836263,1964495.5721653055
links,capital,BG,services urban decentral air heat pump,Euro,21965580.59964275,297.11800353296314,73.18643040442404
links,capital,BG,services urban decentral biomass boiler,Euro,43498771.95027691,44379261.76263677,43498822.37595669
links,capital,BG,services urban decentral oil boiler,Euro,6031097.137550077,3192026.323571545,3192036.901266358
links,capital,BG,services urban decentral resistive heater,Euro,4458056.596133541,2336706.432313717,2333896.449120081
links,capital,BG,solid biomass for industry CC,Euro,201.46106396887603,143.5665696336586,41013258.94117337
links,capital,BG,urban central air heat pump,Euro,93750129.27752665,89.17302742913857,53.84528022797423
links,capital,BG,urban central gas boiler,Euro,4475459.633578845,8783665.191423338,8783676.455819257
links,capital,BG,urban central oil boiler,Euro,4355439.635265919,2799925.479813806,0.0
links,capital,BG,urban central resistive heater,Euro,1517145.1462308266,7858300.363780765,7858325.442290014
links,capital,BG,urban central solid biomass CHP,Euro,94004123.6110329,109072119.9314726,190494380.4139689
links,capital,BG,urban central solid biomass CHP CC,Euro,225.80088182440585,175.90894319275475,1069.4455998907415
links,capital,CH,CCGT,Euro,5838135.871603245,5838075.142154891,5838054.739704315
links,capital,CH,Fischer-Tropsch,Euro,46.34421195878243,19.90728050724132,25544778.460296575
links,capital,CH,H2 Electrolysis,Euro,98.87865487161866,128.02270379544404,35940077.43346212
